도로명,지번주소,위도,경도
서울특별시 강서구 우현로 67,서울특별시 강서구 화곡동 1165 강서힐스테이트,37.5467373,126.8400431
"서울특별시 강동구 아리수로98길 40, 서울강일고등학교 (강일동)",서울특별시 강동구 강일동 685번지 1호 서울강일고등학교,37.5649879,127.1772809
서울특별시 강동구 고덕로97길 20,서울특별시 강동구 강일동 695 강일리버파크10단지아파트,37.5599731,127.1807674
서울특별시 강동구 아리수로97길 19,서울특별시 강동구 강일동 673 강일리버파크4단지아파트,37.5673064,127.1763018
서울특별시 강동구 아리수로98길 25,서울특별시 강동구 강일동 686 강일리버파크7단지아파트,37.5647734,127.1789887
"서울특별시 구로구 경인로 302 (개봉동, 센트레빌 레우스 1단지)",서울특별시 구로구 개봉동 497 센트레빌 레우스 1단지,37.4961892,126.854277
"서울특별시 구로구 경인로 302 (개봉동, 센트레빌 레우스 1단지)",서울특별시 구로구 개봉동 497 센트레빌 레우스 1단지,37.4961892,126.854277
서울특별시 종로구 사직로 161,서울특별시 종로구 세종로 1-1,37.5808498,126.9768457
"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시 송파구 가락동 58 국립경찰병원,37.4962558,127.1234856
"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시 송파구 가락동 58 국립경찰병원,37.4962558,127.1234856
"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시 송파구 가락동 58 국립경찰병원,37.4962558,127.1234856
"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시 송파구 가락동 58 국립경찰병원,37.4962558,127.1234856
"서울특별시 동대문구 경희대로 23, 경희의료원 (회기동)",서울특별시 동대문구 회기동 1번지 5호 경희의료원,37.5964932,127.0525006
"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움아파트)",서울특별시 강동구 고덕동 212번지 고덕그라시움아파트,37.5578047,127.1670496
"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움아파트)",서울특별시 강동구 고덕동 212번지 고덕그라시움아파트,37.5578047,127.1670496
"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움아파트)",서울특별시 강동구 고덕동 212번지 고덕그라시움아파트,37.5578047,127.1670496
"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움아파트)",서울특별시 강동구 고덕동 212번지 고덕그라시움아파트,37.5578047,127.1670496
"서울특별시 강동구 고덕로 333 (고덕동, 고덕그라시움아파트)",서울특별시 강동구 고덕동 212번지 고덕그라시움아파트,37.5578047,127.1670496
"서울특별시 강동구 상암로79길 88 (상일동, 고덕롯데캐슬베네루체아파트)",서울특별시 강동구 상일동 187번지 고덕롯데캐슬베네루체아파트,37.5493115,127.1678238
"서울특별시 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",서울특별시 강동구 상일동 490 고덕리엔파크3단지아파트,37.5524229,127.1753272
"서울특별시 강동구 고덕로80길 99 (상일동, 고덕센트럴 IPARK)",서울특별시 강동구 상일동 513 고덕센트럴 IPARK,37.5520554,127.1667644
"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",서울특별시 강동구 상일동 515 고덕숲아이파크,37.5514939,127.1613221
"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",서울특별시 강동구 상일동 515 고덕숲아이파크,37.5514939,127.1613221
"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",서울특별시 강동구 상일동 515 고덕숲아이파크,37.5514939,127.1613221
"서울특별시 강동구 고덕로80길 134, 고덕숲아이파크 (상일동, 고덕숲아이파크)",서울특별시 강동구 상일동 515 고덕숲아이파크,37.5514939,127.1613221
서울특별시 강동구 고덕로 지하 253,서울특별시 강동구 고덕동 310 고덕역,37.5556292,127.1538847
"서울특별시 강동구 상일로 55, 고덕자이아파트 (상일동)",서울특별시 강동구 상일동 124,37.5522916,127.1706498
"서울특별시 강동구 천호대로 1151, 고은빛여성병원 (길동)",서울특별시 강동구 길동 426 고은빛여성병원,37.5341605,127.1393442
"서울특별시 강서구 하늘길 지하 77, 김포공항역 지하1층 (방화동)",서울특별시 강서구 방화동 886 김포공항역,37.5650643,126.803002
서울특별시 강서구 마곡중앙로 지하 135 마곡나루역 (마곡동),서울특별시 강서구 마곡동 373-5 마곡나루역 마곡나루역,37.5658213,126.8276344
서울특별시 강서구 마곡중앙로 지하 135 마곡나루역 (마곡동),서울특별시 강서구 마곡동 373-5 마곡나루역 마곡나루역,37.5658213,126.8276344
"서울특별시 마포구 성암로 지하 184, 공항철도 디지털미디어시티역 (상암동)",서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역,37.5768708,126.8991882
"서울특별시 마포구 성암로 지하 184, 공항철도 디지털미디어시티역 (상암동)",서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역,37.5768708,126.8991882
서울특별시 마포구 성암로 지하 184 공항철도 DMC역 (상암동),서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역 공항철도 DMC역,37.5768708,126.8991882
"서울특별시 마포구 성암로 지하 184, 공항철도 디지털미디어시티역 (상암동)",서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역,37.5768708,126.8991882
서울특별시 마포구 마포대로 지하 92 공항철도 공덕역 (도화동),서울특별시 마포구 도화동 25-13 공덕역 공항철도 공덕역,37.5430224,126.9511933
서울특별시 마포구 마포대로 지하 92 공항철도 공덕역 (도화동),서울특별시 마포구 도화동 25-13 공덕역 공항철도 공덕역,37.5430224,126.9511933
서울특별시 마포구 마포대로 지하 92 공항철도 공덕역 (도화동),서울특별시 마포구 도화동 25-13 공덕역 공항철도 공덕역,37.5430224,126.9511933
서울특별시 마포구 양화로 지하 188 공항철도 홍대입구역 (동교동),서울특별시 마포구 동교동 190-1 홍대입구역 공항철도 홍대입구역,37.5595395,126.9247978
서울특별시 관악구 봉천로 279-7 1층,서울특별시 관악구 봉천동 661 관악구보건지소 1층,37.488157,126.9327059
서울특별시 관악구 남부순환로 1914,서울특별시 관악구 봉천동 1660-4 관악구장애인종합복지관,37.477441,126.9618621
서울특별시 관악구 남부순환로 1914,서울특별시 관악구 봉천동 1660-4 관악구장애인종합복지관,37.477441,126.9618621
서울특별시 관악구 남부순환로 1914,서울특별시 관악구 봉천동 1660-4 관악구장애인종합복지관,37.477441,126.9618621
"서울특별시 관악구 난곡로 30 1단지,2단지 (신림동, 관악산휴먼시아아파트)","서울특별시 관악구 신림동 1735-1 관악산휴먼시아아파트 1단지,2단지",37.4616692,126.9212183
서울특별시 관악구 관악로 1 관악서울대학교치과병원,서울특별시 관악구 신림동 산56-1 서울대학교 관악서울대학교치과병원,37.4533695,126.9571696
"서울특별시 관악구 문성로 187, 관악세무서 (신림동)",서울특별시 관악구 신림동 438번지 2호 관악세무서,37.4793295,126.9242923
서울특별시 광진구 뚝섬로64길 45 광진중학교 (자양동),서울특별시 광진구 자양동 693 광진중학교 광진중학교,37.5317912,127.0896296
서울특별시 구로구 안양천로 552 (고척동),서울특별시 구로구 고척동 66-11,37.4971381,126.8681934
"서울특별시 영등포구 경인로 778, 구로세무서 (문래동1가)",서울특별시 영등포구 문래동1가 23번지 1호 구로세무서,37.5138489,126.8996407
서울특별시 영등포구 도림로 482 구립영등포노인케어센터,서울특별시 영등포구 문래동3가 76-2 영등포노인종합복지관/영등포노인케어센터 구립영등포노인케어센터,37.5168612,126.8903714
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
서울특별시 광진구 광나루로56길 32 .,서울특별시 광진구 구의동 611 구의현대2단지아파트 .,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
서울특별시 광진구 광나루로56길 32 .,서울특별시 광진구 구의동 611 구의현대2단지아파트 .,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
서울특별시 광진구 광나루로56길 32 213동 12라인 1층,서울특별시 광진구 구의동 611 구의현대2단지아파트 213동 12라인 1층,37.538632,127.0958857
"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트)",서울특별시 광진구 구의동 611번지 구의현대2단지아파트,37.538632,127.0958857
서울특별시 영등포구 여의대방로49길 3 (신길동),서울특별시 영등포구 신길동 1177,37.5095253,126.92365
서울특별시 영등포구 여의대방로43라길 17 (신길동),서울특별시 영등포구 신길동 123-1,37.5092594,126.9191014
서울특별시 강북구 삼각산로28길 58 (수유동),서울특별시 강북구 수유동 24번지 4호,37.6386962,127.0189819
"서울특별시 광진구 용마산로 127, 국립정신건강센터 (중곡동)",서울특별시 광진구 중곡동 30번지 1호 국립정신건강센터,37.5650179,127.0858061
"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",서울특별시 중구 을지로6가 18번지 79호 국립중앙의료원,37.5692615,127.0098288
"서울특별시 강남구 강남대로 390, 미진프라자 5층 (역삼동)",서울특별시 강남구 역삼동 825번지 미진프라자,37.4978502,127.0286473
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
"서울특별시 영등포구 의사당대로 1, 국회 (여의도동)",서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,37.5310588,126.9153837
서울특별시 강동구 양재대로 지하 1572,서울특별시 강동구 명일동 345-12 굽은다리역,37.5460517,127.1432073
"서울특별시 금천구 시흥대로12길 10-5, 남부도로사업소 청사 (시흥동)",서울특별시 금천구 시흥동 961-5 남부도로사업소 청사,37.4387339,126.9044624
"서울특별시 금천구 시흥대로73길 70, 금천구청종합청사 (시흥동)",서울특별시 금천구 시흥동 1020 금천구청종합청사,37.4568182,126.8954093
"서울특별시 관악구 남부순환로 1369, 관악농협농산물백화점 5층 (신림동)",서울특별시 관악구 신림동 1668번지 관악농협농산물백화점,37.480103,126.9028306
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",서울특별시 성동구 금호동3가 1331 두산아파트,37.5499707,127.0164461
"서울특별시 성동구 독서당로 343 (금호동1가, 금호 삼성래미안 아파트)",서울특별시 성동구 금호동1가 1500 금호 삼성래미안 아파트,37.5491128,127.0273709
"서울특별시 성북구 돌곶이로 220 (장위동, 꿈의숲코오롱하늘채아파트)",서울특별시 성북구 장위동 319 꿈의숲코오롱하늘채아파트,37.6196813,127.0461714
"서울특별시 강동구 올림픽로 658, 오복빌딩 6층 (천호동)",서울특별시 강동구 천호동 428번지 1호 오복빌딩,37.5399829,127.1243977
"서울특별시 강남구 봉은사로 130, 노보텔 앰배서더 강남 서울 (역삼동)",서울특별시 강남구 역삼동 603 노보텔 앰배서더 강남 서울,37.5053062,127.0288859
서울특별시 노원구 노원로30길 73 (상계동),서울특별시 노원구 상계동 181번지 14호,37.655486,127.070878
서울특별시 서초구 반포대로 157 대검찰청,서울특별시 서초구 서초동 1730-1 대검찰청 대검찰청,37.4936258,127.0047794
서울특별시 서초구 반포대로 157 대검찰청,서울특별시 서초구 서초동 1730-1 대검찰청 대검찰청,37.4936258,127.0047794
서울특별시 서초구 반포대로 157 대검찰청,서울특별시 서초구 서초동 1730-1 대검찰청 대검찰청,37.4936258,127.0047794
"서울특별시 동대문구 안암로 6, 대광중고등학교 (신설동)",서울특별시 동대문구 신설동 53번지 3호 대광중고등학교,37.577908,127.0244289
"서울특별시 종로구 계동길 84-10, 대동세무고등학교 (계동)",서울특별시 종로구 계동 35 대동세무고등학교,37.5819225,126.9878909
"서울특별시 종로구 계동길 84-10, 대동세무고등학교 (계동)",서울특별시 종로구 계동 35번지 대동세무고등학교,37.5819225,126.9878909
서울특별시 노원구 상계로26길 20,서울특별시 노원구 상계로26길 20,37.6572484,127.0711849
서울특별시 구로구 디지털로34길 27,서울특별시 구로구 구로동 182-4 대륭포스트타워3차,37.4854177,126.8981253
"서울특별시 성동구 고산자로 160 (응봉동, 대림 강변 타운)",서울특별시 성동구 응봉동 15번지 대림 강변 타운,37.5534434,127.0357572
"서울특별시 영등포구 시흥대로 657, 대림성모병원 (대림동)",서울특별시 영등포구 대림동 978-13 대림성모병원,37.4905792,126.9070901
"서울특별시 동작구 상도로 34, 산맥빌딩 4층 (대방동)",서울특별시 동작구 대방동 403-11 산맥빌딩,37.4995916,126.9242911
서울특별시 도봉구 마들로 616 관리동,서울특별시 도봉구 방학동 720-1 대상타운현대아파트 관리동,37.6650862,127.048152
서울특별시 강서구 곰달래로57길 39 (화곡동),서울특별시 강서구 화곡동 806-4,37.5340156,126.8616011
"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",서울특별시 종로구 낙원동 288번지 낙원상가,37.5722238,126.9876399
"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",서울특별시 종로구 낙원동 288번지 낙원상가,37.5722238,126.9876399
서울특별시 강서구 화곡로 179 대한상공회의소 서울기술교육센터 (화곡동),서울특별시 강서구 화곡동 1063-12 대한상공회의소서울기술교육센터 대한상공회의소 서울기술교육센터,37.5423044,126.8413098
서울특별시 동작구 보라매로 77 (신대방동),서울특별시 동작구 신대방동 344-23,37.4963103,126.9274168
"서울특별시 마포구 신촌로26길 10, 우리마포복지관(대흥동주민센터) (노고산동)",서울특별시 마포구 노고산동 1번지 50호 우리마포복지관(대흥동주민센터),37.5562546,126.9427408
서울특별시 광진구 아차산로 262 .,서울특별시 광진구 자양동 227-7 더샵스타시티 .,37.5378082,127.0726426
"서울특별시 중구 을지로 29, 더존을지타워 (을지로1가)",서울특별시 중구 을지로1가 87 더존을지타워,37.5664715,126.9810472
"서울특별시 중구 을지로 29, 더존을지타워 (을지로1가)",서울특별시 중구 을지로1가 87 더존을지타워,37.5664715,126.9810472
"서울특별시 중구 을지로 29, 더존을지타워 (을지로1가)",서울특별시 중구 을지로1가 87 더존을지타워,37.5664715,126.9810472
서울특별시 도봉구 삼양로144길 33,서울특별시 도봉구 쌍문동 419 덕성여자대학교,37.6513304,127.0165719
"서울특별시 노원구 동일로 1449, 도봉운전면허시험장 (상계동)",서울특별시 노원구 상계동 580번지 9호 도봉운전면허시험장,37.6579759,127.0588431
서울특별시 도봉구 마들로 684-9 106동,서울특별시 도봉구 도봉동 641 서원아파트 106동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 110동,서울특별시 도봉구 도봉동 641 서원아파트 110동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 113동,서울특별시 도봉구 도봉동 641 서원아파트 113동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 115동,서울특별시 도봉구 도봉동 641 서원아파트 115동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 116동,서울특별시 도봉구 도봉동 641 서원아파트 116동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 112동,서울특별시 도봉구 도봉동 641 서원아파트 112동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 107동,서울특별시 도봉구 도봉동 641 서원아파트 107동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 105동,서울특별시 도봉구 도봉동 641 서원아파트 105동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 108동,서울특별시 도봉구 도봉동 641 서원아파트 108동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 111동,서울특별시 도봉구 도봉동 641 서원아파트 111동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 114동,서울특별시 도봉구 도봉동 641 서원아파트 114동,37.673451,127.0480901
서울특별시 도봉구 마들로 684-9 109동,서울특별시 도봉구 도봉동 641 서원아파트 109동,37.673451,127.0480901
"서울특별시 도봉구 마들로 684-20 (도봉동, 서원아파트)",서울특별시 도봉구 도봉동 641-1 서원아파트,37.6704232,127.0474639
서울특별시 도봉구 덕릉로59길 18 1층 로비 (창동),서울특별시 도봉구 창동 601-41 도봉청소년 누리터 '위드' 1층 로비,37.640746,127.0387074
"서울특별시 금천구 벚꽃로 100 (독산동, 독산역 롯데캐슬)",서울특별시 금천구 독산동 1005 독산역 롯데캐슬,37.4643261,126.8914279
"서울특별시 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",서울특별시 성북구 돈암동 644 돈암코오롱하늘채,37.5991724,127.0126747
"서울특별시 광진구 동일로 154, 동부참사랑요양병원 2층 (화양동)",서울특별시 광진구 화양동 24번지 17호,37.5467251,127.066882
"서울특별시 성북구 동소문로 306, 동서병원 (하월곡동)",서울특별시 성북구 하월곡동 88-747 동서병원,37.6069406,127.0289189
서울특별시 광진구 강변역로 50,서울특별시 광진구 구의동 546-1 동서울터미널빌딩,37.5339214,127.0935917
"서울특별시 강동구 진황도로 72, 동신중학교 (천호동)",서울특별시 강동구 천호동 447번지 9호 동신중학교,37.5357824,127.1341641
"서울특별시 동작구 노량진로 148, 서울동작경찰서 (노량진동)",서울특별시 동작구 노량진동 72-35 서울동작경찰서,37.513006,126.9427945
"서울특별시 동작구 노량진로 148, 서울동작경찰서 (노량진동)",서울특별시 동작구 노량진동 72-35 서울동작경찰서,37.513006,126.9427945
"서울특별시 동작구 노량진로 148, 서울동작경찰서 (노량진동)",서울특별시 동작구 노량진동 72-35 서울동작경찰서,37.513006,126.9427945
"서울특별시 동작구 장승배기로10길 42, 동작문화복지센타 (상도동)",서울특별시 동작구 상도동 176-3 동작문화복지센타,37.504415,126.9411223
"서울특별시 동작구 장승배기로10길 42, 동작문화복지센타 (상도동)",서울특별시 동작구 상도동 176-3 동작문화복지센타,37.504415,126.9411223
"서울특별시 동작구 장승배기로10길 42, 동작문화복지센타 (상도동)",서울특별시 동작구 상도동 176-3 동작문화복지센타,37.504415,126.9411223
"서울특별시 동작구 상도로11길 7, 동작노인복지관 (대방동)",서울특별시 동작구 대방동 335번지 10호 동작노인복지관,37.4997731,126.9300066
"서울특별시 동작구 사당로 299, ISU TEN BUILDING (사당동)",서울특별시 동작구 사당동 144번지 10호 ISU TEN BUILDING,37.4856195,126.9805717
서울특별시 강동구 양재대로 지하 1369,서울특별시 강동구 둔촌동 416 둔촌역,37.5281346,127.136375
"서울특별시 강동구 천호대로186길 7, 둔촌제2동주민센터 (둔촌동)",서울특별시 강동구 둔촌동 65 둔촌제2동주민센터,37.53335,127.141954
